,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
21,-0.55411774,0.12694524,0.3328194,-0.23984402,0.019198986,0.31927386,0.13183646,0.1807118,-0.095424995,-0.73372245,0.61174965,0.40439922,-0.15930331,0.5901214,0.090906136,0.09243024,0.35909098,0.19234477,-0.33114865,-0.47894675,0.058713388,-0.19564176,0.25982404,0.34983203,-0.00214224,-0.375546,0.18971917,-0.17025575,0.47005823,-0.4872858
22,0.033767685,-0.7954907,0.24797475,-0.36228663,0.31908026,0.12952456,0.44591996,0.6709287,0.62205255,0.23580721,-0.07066898,0.3852269,-0.7269919,0.20122021,0.40772507,0.27480635,-0.439347,0.23409113,0.23611936,-0.5108828,0.1294633,-0.24512056,0.22915865,0.1476375,0.10060721,0.39933112,0.2416621,0.66465694,-0.48821175,-0.53339314
23,-0.17666046,0.796679,0.40365794,-0.124664165,0.07987441,-0.47845507,0.35317892,-0.4911617,-0.9792501,-0.5694976,-0.596882,0.32234293,-0.055771492,-0.1916617,-0.24601978,0.2503556,-0.28747755,0.035111517,0.40265977,-0.23679754,-0.013116361,1.0879078,-0.42918104,-0.3259074,-0.38403797,-0.047448263,0.5095347,-0.12405889,0.14811546,0.12802513
24,0.9177911,1.0916857,0.19208555,0.0067343977,-0.24943584,-0.47832397,-0.32024598,0.66082364,-0.4071218,0.2502318,0.4479858,0.0027455762,0.05617754,0.64725673,0.38381535,-0.29848436,0.1758434,0.06955919,-0.7251227,0.20046775,0.044703946,0.24458191,0.12491746,0.466093,0.30441085,-0.43269214,0.09650265,0.09699045,0.19245705,-0.3825975
25,-0.55232793,-0.06948443,-0.59095347,0.052648578,0.092835605,-0.7243012,-0.47868016,0.16789941,0.31873512,-0.6492965,-0.82092637,0.042920645,0.08133184,0.048830688,0.4347743,0.3418746,0.22781992,-0.1010794,-0.3250275,-0.6144895,-0.28435028,0.8564875,-0.47276974,-0.57556415,-0.20987624,-0.1952863,0.38978574,0.09910382,-0.377072,0.056623045
26,-0.01304175,0.2039919,-0.67239517,-0.20129281,0.11257036,-0.45074752,0.07645101,0.20216015,0.4220557,0.5144017,-0.80283654,0.26995853,0.40631586,0.21612673,0.011795677,0.5201273,0.16195531,0.114018396,0.31913835,0.20769586,0.00082724734,0.082536444,-0.4003671,0.2013798,0.2589993,-0.3326351,0.16692758,-0.12766087,0.09841546,0.2270276
27,0.5938955,-0.5840971,-0.3222937,0.39946938,0.00814495,0.46254736,0.37343788,0.26786017,-0.57364464,-0.30246213,-0.5189993,0.05587771,-0.5035182,0.36708543,-0.29840085,0.25490993,0.24459901,0.25364876,-0.16295508,1.1299787,0.17343959,-0.25135937,0.40509504,-0.34100014,-0.24402611,0.28220806,0.11391552,0.109408185,0.030661024,0.22080414
28,0.77774495,-0.69232464,-1.0054972,-0.22235516,0.23044609,0.7098677,0.24483627,0.7714321,-0.49126828,0.23191865,-0.8648563,0.09769555,0.2474666,-0.60246223,0.15229973,-0.44472614,0.17590478,0.34429216,0.13599111,0.025427414,-0.5129042,0.07198492,0.3752682,-0.14835371,-0.011144196,-0.06834063,0.42023253,0.02606487,-0.46454668,-0.103592075
29,-0.74562424,0.12537044,0.053042185,0.035621647,0.42668065,0.20124853,-0.05492143,0.2312231,0.14193858,-0.21849047,0.044489376,-0.31625387,0.23025778,0.15680732,0.10352151,0.27930087,-0.12686855,0.012528213,0.41983786,-0.51185715,0.22891217,-0.7813097,0.47688323,-0.07103072,-0.21058306,0.31855398,-0.64790505,-0.19247027,-0.19385801,0.18673313
30,-0.5019932,0.19870673,-0.72505766,-0.20404431,0.010804222,-0.17227623,0.037516817,0.15804291,-0.64531755,0.2733626,0.1953478,0.0036344836,0.27708524,0.7739727,0.198772,0.44331393,0.023671728,-0.28417045,0.41233206,0.14536506,-0.23398003,-0.24470349,-0.62398636,0.45633686,0.35527351,-0.35918817,0.3768074,0.25778386,0.17306395,-0.13521022
31,-0.51487905,0.35375294,-0.09295392,-0.1702133,0.05362284,0.264016,0.12607552,0.095744915,-0.5997612,0.55878454,0.5720033,0.058230523,-0.39586088,-0.6887348,0.26467055,0.2948677,-0.16080277,0.20224549,0.579276,-0.4451871,0.06561147,-0.82064855,-0.48997337,0.1287584,-0.22425503,-0.10300976,-0.45756406,-0.29542857,0.41899827,0.14007112
32,0.66231954,0.32242033,0.08618451,0.050962374,0.51244754,-0.40862095,0.11578455,0.27212766,0.21287891,-0.7531884,0.3445929,-0.1675558,-0.19328198,-0.0930564,-0.42064488,-0.0789613,0.1959125,0.22573254,-0.24431524,0.7815554,0.08852152,-0.311224,0.06986749,0.16199778,0.3344106,-0.08510466,0.10509037,0.4026332,0.09775285,0.33959907
33,0.44437906,0.230223,0.5832979,0.27598807,0.2685088,0.21030715,-0.0005400922,0.7634835,0.003227876,-0.7218799,0.1322032,-0.14869575,-0.08101918,0.5474703,0.024122702,-0.4202125,-0.2581159,-0.23414141,-0.5853144,-0.37665784,0.31165212,-0.966261,0.41779137,0.5526586,0.2844194,0.2722649,-0.16339435,0.018845968,0.5210025,-0.71049815
34,-0.5597572,0.16640073,-0.28294253,0.09200541,-0.028934231,0.19989382,0.6535378,-0.08689701,0.044060487,-0.5053795,-0.5846152,0.5028874,-0.23614438,0.29361042,-0.4420498,0.3809886,-0.23999429,-0.60421944,-0.4437669,0.6735331,0.16979001,0.13522208,0.17166293,-0.3856559,-0.06475396,0.094944656,0.15288953,0.1486987,0.10957117,0.46616945
35,-0.96946037,0.28419852,0.48001763,0.14224218,0.01015983,0.03200429,0.25881377,0.56639653,0.4223034,-0.56154674,-0.4363987,0.062774576,0.19606565,-0.742194,0.38540366,0.08383038,0.14026845,0.29666924,-0.18148713,-0.5814402,0.13397317,-0.9537966,-0.53035086,-0.49141046,-0.20599562,-0.23468232,-0.12354741,0.01876953,0.79299194,-0.003773939
36,-0.21093945,0.20094535,0.91549677,0.14573592,0.10550999,0.56841743,-0.5960735,0.4455728,0.66832876,0.22125368,-0.14656389,-0.11243758,-0.24457532,-0.26551643,0.23411973,0.18121585,0.39526322,-0.5742109,0.7085591,0.51686984,-0.021575605,0.66924506,-0.51352876,0.4043255,0.031189134,0.04824511,0.15986522,0.14204518,0.4519062,0.52913314
37,0.5733766,-0.2792742,-0.21910402,0.26216844,-0.5345608,-0.806123,0.3799375,0.003336216,-0.13327944,-0.5979149,0.819369,-0.19841368,0.24708366,0.31012088,0.23884897,-0.34446317,-0.11161067,0.07844002,-0.5012503,-0.28369763,-0.24483407,-0.11529974,0.40576848,-0.08613319,0.21293531,0.05789227,-0.6584499,-0.03262507,0.22997671,-0.48511055
38,0.71748805,0.08550271,-0.10168404,0.3189749,-0.37223902,-0.6402127,0.5436536,-0.6170407,0.27135286,-0.38311663,-0.8406874,0.13639535,0.56980914,0.34377745,0.23332743,-0.39073902,0.047532134,0.15237035,0.5930153,-0.097528145,0.16331944,0.07094136,0.2920684,0.19550468,0.015517493,-0.3946733,0.040951308,-0.21156505,-0.106261104,0.25632614
39,0.6602414,-0.78025216,-0.5271735,-0.14496541,-0.35330397,-0.36552224,-0.13202521,0.014028474,0.9306132,0.115659095,-0.8999304,-0.409705,0.40196368,-0.4959977,0.35722938,-0.20749727,0.025862342,0.19781405,-0.6225486,0.2926341,0.13117407,0.36174503,0.061682362,0.6759308,0.041014478,-0.25805217,0.0031444298,0.045530472,-0.5445586,-0.082201645
40,-0.6897701,-0.6615174,0.49960932,0.47763103,0.16880766,-0.77796984,-0.6443068,-0.70637935,1.1497016,-0.6850499,0.25313717,0.059365448,-0.037655976,0.5153851,0.39116123,0.1135837,-0.37379184,0.33700672,-0.6006994,-0.091996655,-0.1162265,0.02617104,-0.23484717,0.6726794,0.204075,0.4037317,0.37233174,0.21219197,-0.04762484,0.34562922
41,-0.76849866,0.3031865,0.90166795,-0.3063744,0.22227985,-0.76497966,0.44211164,0.26041043,0.62633646,-0.45288336,-0.5708776,-0.19363952,0.09766979,-0.57156473,0.4629053,0.2446225,-0.31322017,0.7340988,-0.2818369,0.042198617,0.08483074,0.44168466,0.26014775,-0.14863528,-0.31017494,-0.2614671,0.20293693,-0.07182765,-0.1927294,-0.24336605
42,-0.667252,0.17544493,0.1925248,0.01715075,0.11745778,0.12225658,-0.4862949,-0.10204296,-0.6645313,-0.46099585,0.5831143,0.024183163,-0.6058196,-0.75425017,0.017013066,0.08963254,-0.09317628,0.23531689,0.04620212,-0.7038762,0.052678354,-0.15203576,-0.33789656,-0.099438906,-0.2532585,0.023131082,-0.53427005,-0.40093204,0.3587243,0.102871045
43,0.4904562,0.47889325,-0.42793572,0.1892778,0.37728885,-0.75041705,0.16512136,0.36341766,0.42797858,0.29089642,-0.89967734,-0.075116724,0.28394356,0.18757872,0.22402517,0.32911918,0.3214352,-0.053013396,-0.30026665,-0.7779267,-0.040025927,0.5549754,0.37644237,0.21067469,-0.005461177,-0.2849724,0.2809273,-0.1367957,0.06951622,0.19801039
44,0.9205363,-0.7958199,-0.16530219,0.10704003,-0.08633344,0.083872676,0.34929198,0.1524937,-0.48996863,0.062238134,-0.65504295,0.09223978,-0.5059791,0.3770678,0.34773538,0.237742,0.15560724,0.18323039,0.11218396,-0.546207,0.11831652,-0.699799,0.3549505,-0.06528954,0.15486297,0.19005324,0.2019635,0.25194204,-0.3380005,0.24350818
45,-0.7326686,-0.72674626,0.7581809,0.10865815,0.3067244,0.71501726,-0.006894297,0.39201787,0.09373438,-0.1986875,-0.38592052,-0.4033901,-0.8142012,0.16437228,0.1308657,0.10480902,0.041942775,0.19819638,0.7430166,-0.4592836,-0.039308947,0.37924948,-0.8023651,-0.57658,-0.1390707,0.044043332,0.22911377,-0.28915462,0.061372705,0.5043246
46,0.42683423,0.054406855,0.330913,-0.107005954,0.34951434,0.5513902,0.026666494,0.055172082,-0.6190149,-0.5871277,0.33845967,-0.32632238,0.038102843,-0.20299064,-0.42909038,0.17428762,-0.1373163,0.19415133,-0.13842887,0.10086497,0.13399696,-0.72566074,-0.6278174,0.087512635,-0.10913562,0.012775373,-0.6717094,-0.3407984,0.3219019,0.25939068
47,0.47934258,0.4364674,0.589534,0.09773299,0.39863482,0.20740168,0.20158574,0.048892077,0.15948087,0.24499491,0.41442576,-0.47291267,-0.44362277,0.07889734,0.119164385,-0.12419564,-0.20234439,0.09819793,0.18339682,-0.53540784,-0.16046911,-0.48495263,0.4412768,0.54331946,-0.1804103,-0.41792408,0.14691433,0.22426057,0.20432343,0.22139812
48,0.8871273,0.5349397,0.5112144,0.011526077,-0.16598321,0.14651407,0.27983344,-0.35445443,0.36969873,0.21655664,-0.14486837,0.074495405,0.118196994,-0.22894064,0.0068492354,0.15162373,0.27620032,-0.4190684,-0.04142122,0.6833774,0.28825477,-0.6443556,0.2902832,0.34926894,-0.13936841,-0.22570416,0.23023708,0.18176323,0.45186728,0.34006324
49,-0.67685443,-0.0019496345,-0.09873816,0.36055264,-0.16487987,-0.7778919,-0.50811195,0.033213466,1.7365882,0.44134185,0.47808826,-0.25681773,-0.27124533,-0.55258167,-0.13065444,0.17451645,-0.60655546,0.49539983,-0.68586093,-0.60439694,0.00074702257,0.26436234,-0.2591157,-0.1755524,0.2180434,-0.12171818,-0.47211364,0.3916236,0.49336442,0.6734268
50,0.37734967,-0.14216287,0.13297403,0.36443186,0.024935123,1.2933778,0.47950345,0.300215,0.33637407,-0.49169782,0.23559354,-0.010976217,0.111389644,-0.46632457,0.12875581,0.050206695,0.08563443,-0.3245877,0.7671854,-0.122620955,-0.0891891,1.0587634,0.29391205,0.3906276,0.16533348,-0.11051111,0.3831718,0.3633957,-0.4545882,0.56799823
51,-0.32089686,0.33998233,-0.2672331,-0.19149539,0.26290193,0.45340595,0.32956207,0.34266436,0.12643705,0.67098004,-0.6207348,0.21146114,-0.012531524,0.109304994,-0.61514807,-0.06418107,-0.53729844,0.091232084,1.0668362,1.0079682,-0.10485607,0.6434874,0.27672905,0.09867338,-0.03584016,0.377349,0.30754396,0.30813664,0.12432914,0.057915322
52,-0.59467185,-0.3638301,-0.26061764,0.1308451,-0.22791241,-0.9068132,0.56369776,-0.12663653,0.10203164,-0.26346987,-0.5437167,0.28572065,-0.29359293,0.23245794,0.40034556,0.2904081,0.22783561,0.25988632,0.08664741,-0.29896024,-0.041221175,-0.3836824,0.2362993,-0.30461392,0.019637283,-0.014143521,0.2734849,-0.052589618,0.113230444,0.5345632
53,-0.6085775,0.13834997,0.58858967,0.28317094,0.07314723,0.102332614,-0.45087433,-0.31003976,-0.5718339,0.19593202,-0.4767254,-0.057140794,-0.6407336,0.33130848,0.044313945,0.2745383,0.13322328,0.31706226,-0.21070848,-0.6666636,0.10229521,-0.10953519,-0.22266857,-0.39016426,0.013193159,0.21459512,-0.09550547,-0.18086939,-0.032914817,0.24979837
54,-0.5730176,-0.047711816,0.5039993,0.06334928,-0.5310475,0.58176744,-0.17313088,-0.307359,-0.58341855,0.15442649,0.3466737,0.00800995,0.1573699,0.29482558,-0.41503197,0.23961046,-0.066356,0.21521941,-0.07015855,0.8318967,-0.3771051,1.5758313,-0.472662,0.3454619,-0.38262537,-0.27850893,0.31672367,-0.109662294,0.52030164,-0.4681776
55,-0.5531935,-0.47327882,0.38658595,0.3260334,-0.1321518,-0.5642648,-0.10826177,0.038444303,0.18064791,0.44368982,0.41213265,-0.19437096,-0.30937716,0.05494183,0.08413012,0.54704654,-0.12763132,-0.16031602,-0.22929524,0.17582667,-0.052799203,-0.05959091,-0.7441073,0.46376243,-0.14663744,-0.36227113,0.12281625,-0.2620053,0.21210946,0.09974391
56,-0.6968552,0.75688094,-0.48365825,0.015226445,0.62278694,-0.23727967,-0.2525907,0.34809956,0.039757263,-0.078634664,-0.7122962,-0.3742569,0.51578,-0.24173413,0.19862218,0.21391577,0.3607892,-0.026527394,0.27883887,0.5040192,-0.06578824,-0.10785518,0.13553718,-0.6008312,0.11346634,-0.29206583,-0.7791044,0.34274414,0.07050442,0.25809562
57,-0.23336826,0.023177007,-0.19173515,0.26106095,-0.058724184,0.10769314,0.4602115,0.41655844,-0.4069791,-0.6568195,0.622646,0.11294009,0.1032709,0.24353117,0.3707227,0.3797845,0.3369939,-0.3627367,-0.10801824,-0.6148275,-0.19433784,-0.43255782,0.09207528,0.21914445,0.03395159,0.01212439,0.6595933,0.21304613,-0.21942751,-0.54442734
58,0.7349907,0.937058,0.57909477,0.28208688,-0.11067396,0.3427047,0.2514519,0.06835856,0.1437967,-0.4738124,0.3462123,0.010501352,-0.2539774,0.035817895,-0.26472953,0.43019924,-0.52126384,-0.36280322,-0.07993616,-0.5916213,0.037055396,0.27032775,0.31607163,0.42606956,-0.11403564,-0.24670331,0.067820445,-0.20315453,0.20543568,0.1875758
59,0.49404395,0.42719364,-0.027824076,0.22281902,-0.30597785,-0.63481796,0.19338697,0.92959815,0.51148146,-0.62395346,0.018412994,-0.23359293,0.018584376,-0.8561158,0.84036833,-0.27024993,-0.29502824,0.23820837,-1.1038666,0.4766297,0.23479868,-0.39373207,-0.5156493,0.39361316,-0.0142413955,-0.27819338,-0.31818977,0.20872761,0.3660558,-0.17701319
60,1.0791945,1.0074831,0.649896,-0.08375453,-0.37000677,0.4717966,0.23121215,-0.5457057,-0.44642636,0.039600756,0.31730717,-0.024312742,-0.10261972,0.49905175,0.14848527,-0.20388125,-0.24990489,0.015923591,0.032228097,-0.42733452,0.24176282,0.79284704,-0.39947104,0.4274456,-0.40736032,-0.4102316,0.11619114,-0.010461379,0.4169544,-0.42447057
61,-0.22052217,-0.12140339,-0.4248779,0.32285792,0.35718316,0.9803135,0.45722058,-0.16974604,0.49572763,0.40544695,-0.88756496,0.17178142,0.20906775,0.12719388,-0.06727879,0.14331633,0.4338058,0.27630138,0.5116848,0.0036021133,-0.025513647,1.1167107,0.4253779,0.18050118,-0.24121763,-0.2140376,0.14387345,0.3875046,0.07114851,0.19750874
62,0.12090105,0.30257827,-0.49598628,0.1781096,0.083348244,-0.6499415,0.020904254,0.24052349,0.7530824,0.5315201,0.20374836,0.4300313,0.19113858,-0.490558,-0.32824624,0.29170567,0.02999462,-0.54427344,0.79179,-0.07489436,-0.20212664,-1.0554634,0.4372163,-0.87657505,0.34010607,0.3096321,-1.0472045,-0.22035165,0.027763585,-0.89645463
63,0.9210989,0.22009899,0.23241584,0.13994342,-0.26091108,-0.7915235,0.23019753,-0.46205822,-0.71287894,0.4648085,0.34467736,0.020123715,0.25062314,-0.37581092,-0.019253543,0.14205468,0.14579006,0.4928938,-0.051580798,-0.027001992,-0.12079172,-0.09235179,-0.4731164,0.09752271,0.3442895,0.020457571,0.10769084,-0.10564692,0.10704281,0.4228643
64,-0.83449847,0.3244505,0.6151672,-0.032203183,-0.4629963,-1.0241088,0.3496727,0.25331563,1.0127821,0.5168238,0.45350748,0.06822896,0.23325472,0.5916962,0.03347586,0.2765368,-0.27831137,1.0257808,-0.05613208,-0.38652822,0.32862666,-0.34083226,-0.5259635,0.33118597,0.044922486,0.1974141,-0.1844984,0.021039814,0.469221,0.93754905
65,-0.60877293,-0.6085902,-0.62633777,-0.304183,0.20063429,0.32060143,0.2468676,0.13354722,-0.43098545,0.31107983,-0.07115102,-0.20350789,0.4339882,0.4109074,0.11355716,0.24179947,0.2769056,-0.20212466,0.42167702,-0.31899792,0.13254353,-0.07055214,0.28561684,0.17710316,0.2500733,0.00892241,0.9587911,0.358936,0.29949412,-0.27168244
66,-0.3686931,0.3580888,0.41577327,0.17268395,0.24728435,-0.7951106,0.21174948,0.08430723,0.08592702,-0.49453378,0.46234652,-0.30724636,0.06968906,0.07581305,0.094021484,-0.43838176,-0.21207832,0.50354666,0.24201895,-0.17578293,0.19493306,0.16821694,-0.7201719,1.0222076,0.09676147,0.057965007,-0.17284188,-0.3623824,0.38869423,-0.51363087
67,0.47632387,-0.8698676,0.11647912,0.09577405,0.21739814,-0.23174798,-0.2535294,0.486315,0.191942,0.19389977,0.25296462,0.11122674,-0.03183736,-0.0886227,0.41950887,0.6470441,-0.10843531,-0.22471379,-0.19367327,-0.021012248,0.15442601,0.298425,-0.68649304,-0.02190706,0.17598125,-0.6124273,-0.16250059,0.4543802,-0.1996539,-0.6596612
68,0.27722317,-0.12000485,0.088831566,0.2937892,-0.026602948,-0.19452532,0.50662416,-0.43846738,0.2311879,-0.71418995,-0.90766114,0.15343653,0.5134835,0.22477682,-0.29569486,0.5483043,0.18143177,-0.26794937,0.14198144,0.2558315,0.09306918,0.4093356,0.31693792,0.18358763,0.003762234,-0.42929065,0.06724064,-0.28716275,0.012573406,0.21726626
69,0.45213082,-0.053573713,-0.05122975,0.0106234895,0.12154205,0.4724192,0.1190181,0.04325826,-0.60636955,-0.4995586,-0.4617099,-0.18212603,-0.60358053,0.3376609,0.060549837,-0.5751934,0.038258377,0.16601709,-0.37706235,0.17151943,0.317806,-0.7689032,-0.40464017,-0.4364685,0.1444664,0.23178524,0.025270374,0.073566884,-0.14290091,0.26439008
70,0.820634,0.18766911,0.68795633,0.1664177,-0.17256722,0.43539125,0.48442835,-0.4928104,-0.409912,-0.12485132,0.047527824,-0.07983913,-0.3063377,0.2668449,-0.20707853,-0.45211524,-0.5282067,-0.5475496,-0.18093623,0.3179188,0.3234392,0.019710248,0.33825406,0.12198199,-0.3845397,0.22147477,0.24583472,0.03231907,-0.44843814,0.18443048
71,0.5480742,0.15316072,0.38400918,-0.30499074,0.23884651,0.027254395,-0.1659106,0.7336713,-0.046433993,-0.63844097,-0.29870096,0.09905097,0.37795025,0.4332099,-0.23967028,0.10081633,0.36188582,-0.042855386,-0.4427961,0.4832981,0.25953922,0.008119517,0.45017296,0.033575203,-0.0072393734,-0.003440075,0.45571488,-0.38655934,0.51469135,-0.5489794
